date,state,sales,category,lag_1,lag_7,lag_30,rolling_mean_7,rolling_std_7,day_of_week,month,is_holiday
2022-10-04,Colorado,164003270.1,Beverages,165077234.35555556,171521019.8888889,159113963.9333333,167225162.86666664,2320027.953204525,1,10,0
2022-10-07,Colorado,188835246.9,Beverages,180557921.3,168299127.12222221,165122685.26666665,172018661.40476194,9359663.205920825,4,10,0
2022-10-16,Colorado,168565630.3,Beverages,170817809.92222223,184330887.65555558,176836501.125,175322169.1666667,4865264.045953764,6,10,0
2022-10-23,Colorado,165083337.9,Beverages,165580808.24285716,168565630.3,175117305.8,166575748.92857143,1074658.7657345443,6,10,0
2022-10-30,Colorado,159706081.7,Beverages,160474261.15714285,165083337.9,168299127.12222221,162010620.07142857,1659457.2905279365,6,10,0
2022-11-09,Colorado,183501224.5,Beverages,181121710.22,166844624.54,182078708.03333333,176362681.66,5140338.345613179,2,11,0
2022-11-12,Colorado,166933506.70000002,Beverages,172456079.3,173983167.38,175322169.1666667,176728007.1742857,5554536.254936887,5,11,0
2022-11-13,Colorado,165084506.00000003,Beverages,166933506.70000002,176362681.66,173069989.54444444,175116839.22285715,7099106.278664887,6,11,0
2022-11-20,Colorado,166380492.10000002,Beverages,166195351.22857144,165084506.00000003,166078278.58571428,165825069.48571435,399949.9934655564,6,11,0
2022-11-27,Colorado,159140608.9,Beverages,160174877.92857143,166380492.10000002,161242440.6142857,162243415.9857143,2234276.462187622,6,11,0
2022-12-06,Colorado,189261834.7,Beverages,185915031.8333333,165834214.63333333,176362681.66,179221426.09999996,7229920.515851681,1,12,0
2022-12-18,Colorado,172438878.20000002,Beverages,173840791.24166667,182252269.49166667,166010210.3571429,176644617.32500002,3028478.3015863067,6,12,0
2022-12-25,Colorado,174350868.5,Beverages,174077727.02857143,172438878.20000002,161209146.95714286,173531444.08571428,590053.0167715261,6,12,1
2023-01-01,Colorado,157223681.6,Beverages,159670422.58571428,174350868.5,175874623.23333332,164563904.55714282,5285564.628193697,6,1,0
2023-01-15,Colorado,164136084.70000002,Beverages,163642341.62142858,160679883.15,175242704.28333336,162654855.4642857,1066606.9546182263,6,1,0
2023-01-22,Colorado,157271987.79999998,Beverages,158252573.07142857,164136084.70000002,173804585.55714285,160213743.6142857,2118306.292268617,6,1,0
2023-01-29,Colorado,159977860.39999998,Beverages,159591307.17142856,157271987.79999998,162117163.57142857,158818200.71428567,835050.4135005518,6,1,0
2023-02-04,Colorado,164277029.20000002,Beverages,163560501.06666666,159591307.17142856,159198653.91428572,162127444.79999998,1547877.6784155664,5,2,0
2023-02-19,Colorado,161916342.4,Beverages,162073721.52,163017996.24,159233158.34285712,162388479.76000002,339977.7560200108,6,2,0
2023-02-26,Colorado,162974536.39999998,Beverages,162823365.8285714,161916342.4,159204753.94285712,162521024.68571427,326565.7582183142,6,2,0
2023-03-19,Colorado,175970340.2,Beverages,175351492.39999998,171638405.6,162231100.64000002,174113796.79999998,1336864.0411927004,6,3,0
2023-03-26,Colorado,162208710.6,Beverages,164174657.68571427,175970340.2,162672195.25714284,168106551.85714287,4246931.096434844,6,3,0
2023-04-16,Colorado,171275346.0,Beverages,170843601.45714286,168253134.2,174732644.6,169980112.37142855,932674.8100694761,6,4,0
2023-04-23,Colorado,171663317.7,Beverages,171607893.17142856,171275346.0,166140604.77142856,171497044.1142857,119730.66599748164,6,4,0
2023-04-30,Colorado,176581203.7,Beverages,175878648.55714285,171663317.7,164367433.3142857,174473538.27142856,1517692.5690631606,6,4,0
2023-05-02,Colorado,160037908.20000002,Beverages,168309555.95,173068427.9857143,165230922.4,172032561.60306123,5945268.144790165,1,5,0
2023-05-03,Colorado,176596201.70000002,Beverages,160037908.20000002,173770983.12857142,165662666.94285715,172436164.25612244,6174432.709486546,2,5,0
2023-07-05,Colorado,184271718.6,Beverages,184149884.9984127,183418883.3888889,180616710.55238095,183906217.79523808,263190.66008229693,2,7,0
2023-08-01,Colorado,159222411.60000002,Beverages,160150163.71111113,165716676.37777779,183906217.79523808,162005667.93333337,2004173.6215027857,1,8,0
2023-09-04,Colorado,176090725.70000002,Beverages,175594598.8147059,172617837.5029412,161206919.1411765,174602345.04411766,1071756.5657000588,0,9,0
2023-12-02,Colorado,167733876.8,Beverages,167827773.9786517,168391157.05056182,170550792.15955058,168015568.33595508,202841.08904221284,5,12,0
2023-12-03,Colorado,187274807.4,Beverages,167733876.8,168297259.87191013,170456894.9808989,170726646.5542536,7298814.863945473,6,12,0
2019-03-11,Connecticut,48505472.5,Beverages,48526333.31896552,48651498.23275862,49131297.06896552,48568054.95689655,45064.51949062575,0,3,0
2019-06-10,Connecticut,53879305.800000004,Beverages,53820252.68681319,53465934.007692315,52107712.40439561,53702146.46043956,127569.30466590186,0,6,0
2019-08-12,Connecticut,50434583.2,Beverages,50489261.33650794,50817330.15555556,52074927.2952381,50598617.60952381,118118.2748600286,0,8,1
2019-10-11,Connecticut,51251704.5,Beverages,51238085.81166667,51156373.681666665,50843143.85,51210848.435,29419.72924746306,4,10,0
2019-10-13,Connecticut,50404578.0,Beverages,50828141.25,51183611.05833334,50870381.22666667,51050722.123809524,321412.45182691835,6,10,0
2019-10-20,Connecticut,47666438.8,Beverages,48057601.54285714,50404578.0,50965712.045,48839927.02857143,845008.1024449423,6,10,0
2019-10-27,Connecticut,48601957.300000004,Beverages,48468311.800000004,47666438.8,51061042.86333334,48201020.800000004,288707.2770026306,6,10,1
2019-11-17,Connecticut,49800476.2,Beverages,49743403.87142857,49400969.900000006,48448764.28571428,49629259.21428572,123290.32084167999,6,11,0
2019-11-24,Connecticut,51528057.900000006,Beverages,51281260.51428572,49800476.2,48334666.300000004,50787665.74285715,533143.2872865136,6,11,0
2019-12-15,Connecticut,49935384.199999996,Beverages,50011225.8047619,50466275.43333333,49686331.54285715,50162909.01428572,163836.59153763705,6,12,0
2019-12-22,Connecticut,52849555.1,Beverages,52433244.97142857,49935384.199999996,51034463.128571436,51600624.71428571,899332.6644642432,6,12,0
2019-12-29,Connecticut,51807783.800000004,Beverages,51956608.27142858,52849555.1,51148849.876190476,52254257.214285724,321497.6029693606,6,12,0
2020-01-03,Connecticut,49149288.9,Beverages,49680987.88,52105432.74285714,50769641.852380954,50689689.48163266,1066138.959302573,4,1,0
2020-01-11,Connecticut,49676493.300000004,Beverages,49610592.75,49215189.45,50162909.01428571,49478791.65,142361.4588106178,5,1,0
2020-01-19,Connecticut,49862781.1,Beverages,49839495.125,49699779.275000006,52016934.842857145,49792923.175000004,50303.45529469326,6,1,0
2020-01-26,Connecticut,45722598.3,Beverages,46314052.98571429,49862781.1,52105432.74285714,47496962.35714286,1277688.1509907437,6,1,1
2020-02-02,Connecticut,47694238.800000004,Beverages,47412575.87142857,45722598.3,49149288.9,46849250.01428572,608461.4681415342,6,2,0
2020-02-08,Connecticut,61118340.7,Beverages,58880990.38333334,47412575.87142857,49544692.2,54406289.75,4833229.084605845,5,2,0
2020-02-16,Connecticut,45861184.4,Beverages,47768328.9375,59211196.1625,49816209.150000006,51582618.012499996,4119903.073974157,6,2,0
2020-02-23,Connecticut,47425737.0,Beverages,47202229.48571429,45861184.4,46905507.67142857,46755214.45714287,482831.4147429054,6,2,0
2020-03-05,Connecticut,52974800.3,Beverages,52470340.0,49443578.199999996,52168939.43333334,51461419.4,1089758.7989802621,3,3,0
2020-03-15,Connecticut,59045572.400000006,Beverages,58438495.190000005,54796031.93,49675473.475,57224340.769999996,1311436.6606411447,6,3,0
2020-03-22,Connecticut,57791337.2,Beverages,57970513.65714286,59045572.400000006,46978721.97142857,58328866.57142858,387065.38600149506,6,3,0
2020-03-29,Connecticut,49852833.0,Beverages,50986905.02857143,57791337.2,49948038.5,53255049.08571429,2449875.5834962777,6,3,0
2020-04-10,Connecticut,55141356.099999994,Beverages,54700645.84166666,52056384.291666664,56617263.56,53819225.324999996,952042.969128932,4,4,1
2020-04-19,Connecticut,50759622.7,Beverages,51246481.96666667,54167637.56666666,58149690.114285715,52220200.5,1051736.2212944997,6,4,0
2020-04-26,Connecticut,48865178.300000004,Beverages,49135813.21428572,50759622.7,52120977.05714286,49677083.04285715,584638.2344734919,6,4,0
2020-05-01,Connecticut,51480724.699999996,Beverages,50957615.419999994,49406448.128571436,51174963.775,50024788.8877551,975598.0033983003,4,5,0
2020-05-04,Connecticut,53631291.6,Beverages,52914435.96666667,49388287.580000006,52497094.55,51646793.00285714,1343645.7669090617,0,5,0
2020-05-07,Connecticut,64622006.9,Beverages,60958435.13333333,50957615.419999994,53819225.324999996,56157048.28571428,5007375.117294707,3,5,1
2020-05-17,Connecticut,53808717.8,Beverages,54890046.70999999,61378020.17,51733341.233333334,57052704.529999994,2335937.4251341135,6,5,0
2020-05-24,Connecticut,58935642.5,Beverages,58203224.68571429,53808717.8,49406448.128571436,56738389.05714286,1582203.3124269512,6,5,0
2020-05-31,Connecticut,56522796.2,Beverages,56867488.528571434,58935642.5,51480724.699999996,57556873.18571429,744620.5340676857,6,5,0
2020-06-09,Connecticut,57635875.2,Beverages,57512199.755555555,56770147.08888889,61378020.17,57264848.86666667,267169.4954026792,1,6,0
2020-06-12,Connecticut,50343532.3,Beverages,52774313.266666666,57141173.42222223,58134033.44,55446341.13333333,2868724.1102648815,4,6,0
2020-06-14,Connecticut,58424323.0,Beverages,54383927.65,57388524.311111115,55971375.62,55182752.20079365,2938513.421865894,6,6,0
2020-06-21,Connecticut,57546803.199999996,Beverages,57672163.17142857,58424323.0,57470806.87142857,57922883.114285715,270808.4895972862,6,6,0
2020-06-28,Connecticut,61324731.699999996,Beverages,60785027.62857142,57546803.199999996,57212180.85714286,59705619.48571428,1165894.0469348389,6,6,0
2020-07-06,Connecticut,59096839.199999996,Beverages,59375325.762499996,61046245.137499996,57264848.86666667,59932298.887499996,601599.7331851085,0,7,0
2020-07-19,Connecticut,60398186.5,Beverages,60298082.86153846,59697461.03076923,57797523.14285714,60097875.58461539,216248.5746139193,6,7,0
2020-07-26,Connecticut,58895237.300000004,Beverages,59109944.32857143,60398186.5,60245323.557142854,59539358.38571429,463820.1927664745,6,7,0
2020-08-03,Connecticut,54082293.8,Beverages,54683911.7375,58293619.362500004,59653812.324999996,55887147.6125,1299643.2841496684,0,8,0
2020-08-11,Connecticut,53427772.5,Beverages,53509587.6625,54000478.637499996,59697461.03076923,53673217.987500004,176740.95112120904,1,8,0
2020-08-16,Connecticut,59759999.3,Beverages,58493553.94,53591402.825,60197979.223076925,56153271.866071425,2457026.5872334302,6,8,0
2020-08-23,Connecticut,56648743.7,Beverages,57093208.78571429,59759999.3,59324651.35714286,57982138.95714285,960154.3233369611,6,8,0
2020-08-30,Connecticut,56701167.7,Beverages,56693678.55714286,56648743.7,55887147.6125,56678700.27142858,16178.397652735457,6,8,1
2020-09-02,Connecticut,49722500.2,Beverages,52048722.7,56671211.12857143,54082293.8,54700843.43469388,2821053.6072577694,2,9,0
2020-09-08,Connecticut,61462742.5,Beverages,59506035.45,52048722.7,53591402.825,55592621.35000001,4226970.337932242,1,9,0
2020-09-13,Connecticut,53851189.7,Beverages,55373500.260000005,57549328.4,57227108.58,57921118.864285715,2692137.809126978,6,9,0
2020-09-20,Connecticut,52199488.199999996,Beverages,52435445.557142854,53851189.7,57537673.87142857,52907360.27142857,509726.14917486894,6,9,0
2020-09-27,Connecticut,52925030.1,Beverages,52821381.25714286,52199488.199999996,56686189.41428572,52614083.571428575,223907.0914157587,6,9,0
2020-10-05,Connecticut,54553226.199999996,Beverages,54349701.6875,53128554.6125,55592621.35,53942652.66250001,439663.1970943256,0,10,0
2020-10-18,Connecticut,50287285.400000006,Beverages,50615434.692307696,52584330.44615385,52671402.91428571,51271733.27692308,708883.4912706739,6,10,0
2020-10-25,Connecticut,51161592.7,Beverages,51036691.65714286,50287285.400000006,52717732.41428571,50786889.571428575,269817.0905723927,6,10,1
2020-11-10,Connecticut,52812895.9,Beverages,52709689.449999996,52090450.75,52584330.44615385,52503276.550000004,222951.4136177503,1,11,0
2020-11-15,Connecticut,51093362.6,Beverages,51437269.26,52606483.0,50943583.984615386,52061209.27857143,653244.5467380628,6,11,0
2020-11-22,Connecticut,53017863.7,Beverages,52742934.97142857,51093362.6,50911790.614285715,52193077.51428572,593913.9334714424,6,11,0
2020-11-29,Connecticut,53722581.4,Beverages,53621907.44285714,53017863.7,51677624.95,53420559.528571434,217480.60377529115,6,11,0
2020-12-01,Connecticut,48415563.8,Beverages,51069072.599999994,53219211.614285715,51884037.85,52441543.404081635,2000924.5237675076,1,12,0
2020-12-04,Connecticut,53431059.199999996,Beverages,51759227.4,53521233.48571429,52193657.2,51729543.92040817,2023388.7071593374,4,12,0
2020-12-07,Connecticut,58824663.8,Beverages,57026795.599999994,51069072.599999994,52503276.55,53539090.39999999,3748360.2563356757,0,12,0
2020-12-13,Connecticut,51911248.300000004,Beverages,53063484.21666667,57026795.599999994,51781175.92,55367956.05,2489114.0664363634,6,12,0
2020-12-20,Connecticut,53144299.9,Beverages,52968149.67142857,51911248.300000004,52468006.24285714,52615849.21428572,380527.9851122221,6,12,0
2020-12-27,Connecticut,54173404.1,Beverages,54026389.21428572,53144299.9,53521233.48571429,53732359.442857146,317588.45104020165,6,12,0
2021-01-08,Connecticut,62411952.9,Beverages,61725407.166666664,57606132.766666666,56520191.96666667,60352315.699999996,1483108.291777342,4,1,0
2021-01-17,Connecticut,50424393.1,Beverages,51756344.18888889,59748050.722222224,52791999.442857146,54420246.36666667,2877343.210016993,6,1,0
2021-01-24,Connecticut,48601548.0,Beverages,48861954.442857146,50424393.1,53879374.32857143,49382767.32857143,562542.210783848,6,1,0
2021-01-31,Connecticut,49340662.6,Beverages,49235074.800000004,48601548.0,57606132.766666666,49023899.199999996,228095.7175714391,6,1,0
2021-02-05,Connecticut,56650298.9,Beverages,55188371.64,49129487.0,61038861.43333333,52458279.9,2872922.6588645647,4,2,0
2021-02-14,Connecticut,48445497.3,Beverages,49357141.92222222,54827009.655555554,53088295.277777776,51180431.16666667,1969377.4685733789,6,2,0
2021-02-21,Connecticut,48419982.3,Beverages,48423627.3,48445497.3,49122360.885714285,48430917.3,7874.099933902068,6,2,0
2021-02-28,Connecticut,50433783.699999996,Beverages,50146097.78571428,48419982.3,49129487.0,49570725.95714285,621472.6043565748,6,2,0
2021-03-01,Connecticut,51177327.8,Beverages,50433783.699999996,48707668.21428571,49235074.800000004,49923534.469387755,739634.2652029349,0,3,0
2021-03-10,Connecticut,85104099.60000001,Beverages,81334458.2888889,58716610.42222222,53915365.03333333,73795175.66666667,8143355.954439211,2,3,0
2021-03-14,Connecticut,61969852.599999994,Beverages,67753414.35,73795175.66666667,50268786.54444444,75226307.96666667,8078192.874370992,6,3,0
2021-03-21,Connecticut,59840727.699999996,Beverages,60144888.4,61969852.599999994,48427272.3,60753209.8,657062.2091156489,6,3,0
2021-03-28,Connecticut,53057117.3,Beverages,54026204.5,59840727.699999996,49858411.871428564,55964378.89999999,2093467.6191153165,6,3,0
2021-04-04,Connecticut,55135293.199999996,Beverages,54838410.928571425,53057117.3,66255893.04444445,54244646.385714285,641339.0063606057,6,4,0
2021-04-07,Connecticut,65723602.4,Beverages,62194166.0,53947764.11428571,77564816.97777778,57906053.88163265,4507235.703142593,2,4,0
2021-04-18,Connecticut,53130379.300000004,Beverages,54275217.763636366,61144248.54545455,60449049.099999994,56564894.690909095,2473133.741463633,6,4,0
2021-04-25,Connecticut,54592899.6,Beverages,54383968.12857143,53130379.300000004,54995291.699999996,53966105.18571429,451343.5633547659,6,4,1
2021-05-09,Connecticut,61558289.800000004,Beverages,61060761.92857143,58075594.7,63433925.47272727,60065706.18571429,1074783.0416533316,6,5,0
2021-05-12,Connecticut,79199934.39999999,Beverages,73319386.19999999,59568178.31428572,59999410.081818186,66172307.22448979,7511915.402220877,2,5,0
2021-05-16,Connecticut,57398523.400000006,Beverages,62848876.150000006,61558289.800000004,55420056.227272734,68893481.24285714,7309055.478000583,6,5,0
2021-05-23,Connecticut,62710961.8,Beverages,61952042.02857143,57398523.400000006,54175036.65714286,60434202.48571428,1639454.083174688,6,5,0
2021-05-30,Connecticut,61165551.0,Beverages,61386323.97142857,62710961.8,57080538.95714286,61827869.91428571,476924.1270159822,6,5,0
2021-06-06,Connecticut,60103151.5,Beverages,60254922.85714286,61165551.0,60563234.05714286,60558465.571428575,327863.60369695374,6,6,0
2021-06-13,Connecticut,64410423.9,Beverages,63795099.27142857,60103151.5,68299228.9,62564450.014285706,1329253.1210388483,6,6,0
2021-06-20,Connecticut,62381124.0,Beverages,62671023.98571429,64410423.9,61193122.25714286,63250823.95714285,626255.5452962614,6,6,0
2021-06-27,Connecticut,62839851.2,Beverages,62774318.74285714,62381124.0,61607096.94285714,62643253.82857143,141566.2873606325,6,6,0
2021-07-02,Connecticut,53205534.9,Beverages,55132398.16,62708786.28571429,60710236.928571425,58701496.720408164,3748923.42684795,4,7,0
2021-07-03,Connecticut,55369442.5,Beverages,53205534.9,62774318.74285714,60558465.571428575,57643657.25714286,3440157.3838299806,5,7,0
2021-07-11,Connecticut,81651391.19999999,Beverages,78366147.61249998,58654686.0875,63179774.64285714,71795660.4375,7096937.273898392,6,7,0
2021-07-18,Connecticut,60635362.5,Beverages,63637652.31428571,81651391.19999999,62960923.97142857,69642231.94285713,6485687.262619087,6,7,0
2021-07-25,Connecticut,62040830.6,Beverages,61840049.442857146,60635362.5,62708786.28571429,61438487.128571436,433736.8721905989,6,7,0
2021-08-08,Connecticut,64615187.5,Beverages,64431304.864285715,63328009.05,75080904.02499999,64063539.59285714,397231.89366956474,6,8,0
2021-08-15,Connecticut,64943054.9,Beverages,64896216.699999996,64615187.5,66639942.12857142,64802540.300000004,101182.07633342379,6,8,1
2021-08-22,Connecticut,63753983.7,Beverages,63923851.01428571,64943054.9,61639268.28571428,64263585.64285714,366955.3390086054,6,8,0
2021-08-29,Connecticut,61636785.5,Beverages,61939242.385714285,63753983.7,62960243.77857143,62544156.15714286,653381.549588173,6,8,0
2021-09-05,Connecticut,58135893.199999996,Beverages,58636020.67142857,61636785.5,64247422.22857143,59636275.61428571,1080398.8194932446,6,9,0
2021-09-19,Connecticut,56803055.8,Beverages,56898258.471428566,57469474.5,64093718.32857143,57088663.81428571,205661.2757752528,6,9,0
2021-09-26,Connecticut,57388238.5,Beverages,57304640.97142857,56803055.8,62241699.27142857,57137445.91428571,180591.3019002959,6,9,0
2021-10-01,Connecticut,50935533.5,Beverages,52226074.5,57221043.44285714,60136403.08571428,54610850.99591837,2503733.981790542,4,10,0
2021-10-10,Connecticut,83490393.99999999,Beverages,79873187.27777776,58169946.94444444,57659879.84285714,72638773.83333333,7814059.606420128,6,10,0
2021-10-17,Connecticut,79115418.4,Beverages,79740414.91428572,83490393.99999999,56993461.14285714,80990407.94285713,1350146.7821657748,6,10,0
2021-10-24,Connecticut,79963453.49999999,Beverages,79842305.62857142,79115418.4,57221043.44285714,79600009.88571428,261709.3136354466,6,10,0
2021-10-31,Connecticut,77952094.9,Beverages,78239431.84285715,79963453.49999999,50935533.5,78814105.72857143,620718.7399119266,6,10,0
2021-11-04,Connecticut,54576849.400000006,Beverages,60420660.775000006,78814105.72857143,65404360.38888888,69726937.33979593,9585964.009597227,3,11,1
2021-11-07,Connecticut,60408635.6,Beverages,58464706.86666667,77952094.9,76255980.55555555,61252055.20714285,6042864.336306279,6,11,0
2021-11-14,Connecticut,81330192.8,Beverages,78341398.91428572,60408635.6,80365411.42857143,72363811.14285715,6456532.7247670945,6,11,0
2021-11-21,Connecticut,84134165.89999999,Beverages,83733598.31428571,81330192.8,79721157.75714284,82932463.14285715,865324.8850685619,6,11,0
2021-11-28,Connecticut,79050121.80000001,Beverages,79776413.81428573,84134165.89999999,78526768.78571428,81228997.84285715,1568970.0719706644,6,11,0
2021-12-09,Connecticut,58979019.1,Beverages,60803664.800000004,71751539.00000001,66386223.37142857,64452956.2,3941685.216054785,3,12,0
2021-12-12,Connecticut,80338614.1,Beverages,73218749.1,66277601.900000006,75352605.02857143,66645742.557142854,7581279.506174082,6,12,0
2021-12-19,Connecticut,84685485.7,Beverages,84064504.04285714,80338614.1,83333030.72857141,82822540.72857141,1341473.6994710795,6,12,0
2021-12-26,Connecticut,84664547.69999999,Beverages,84667538.84285714,84685485.7,80502705.82857144,84673521.12857142,6461.607307609705,6,12,0
2022-01-05,Connecticut,84565666.9,Beverages,84575554.98,84634883.46,64452956.2,84595331.14,21360.694229323788,2,1,0
2022-01-16,Connecticut,79998410.3,Beverages,80413615.44545454,82904846.31818183,83443522.38571429,81244025.73636363,896945.6281132604,6,1,0
2022-01-23,Connecticut,75730959.9,Beverages,76340595.67142858,79998410.3,84670529.98571427,77559867.21428572,1316963.7850349809,6,1,0
2022-01-30,Connecticut,79225631.39999999,Beverages,78726392.61428571,75730959.9,84615107.3,77727915.04285714,1078479.0389351312,6,1,0
2022-02-01,Connecticut,78707959.6,Beverages,78966795.5,76729437.47142857,84595331.14,78401503.4632653,713892.2745246569,1,2,0
2022-02-10,Connecticut,88582157.1,Beverages,87485024.04444444,80902225.7111111,82074436.02727273,85290757.93333332,2370078.2815697347,3,2,0
2022-02-13,Connecticut,77308767.5,Beverages,81066564.03333333,84193624.87777777,80828820.5909091,84420788.88095237,3943927.8645335454,6,2,0
2022-02-20,Connecticut,75044847.5,Beverages,75368264.64285715,77308767.5,76950231.44285715,76015098.92857143,698660.8800938001,6,2,0
2022-02-27,Connecticut,78074991.60000001,Beverages,77642113.87142858,75044847.5,78227153.82857142,76776358.41428573,935122.7709968585,6,2,0
2022-03-04,Connecticut,83539947.4,Beverages,82446956.24000001,77209236.14285715,79805092.65555555,80355275.83877552,2217135.60823232,4,3,0
2022-03-07,Connecticut,101589519.00000001,Beverages,95572995.13333334,79167982.76,83096491.82222222,87760118.29142858,8153074.584945467,0,3,0
2022-03-13,Connecticut,79458362.89999999,Beverages,83146888.91666666,95572995.13333334,84824360.56666666,90523940.95,7968126.891116208,6,3,0
2022-03-20,Connecticut,79850855.30000001,Beverages,79794784.95714286,79458362.89999999,75691681.78571428,79682644.27142857,121125.78432049871,6,3,0
2022-03-27,Connecticut,80412221.39999999,Beverages,80332026.24285714,79850855.30000001,77209236.14285715,80171635.92857143,173241.33957833514,6,3,0
2022-04-09,Connecticut,93921008.80000001,Beverages,92881871.30769232,86647046.35384616,90523940.95,90803596.32307693,2244793.5458812015,5,4,0
2022-04-12,Connecticut,81630154.10000001,Beverages,85727105.66666667,89764458.83076924,79458362.89999999,89518646.74945055,4367339.4413657375,1,4,0
2022-04-17,Connecticut,83716932.0,Beverages,83299576.42,89824057.23333335,79738714.61428572,83109766.28095238,1356494.2011251976,6,4,0
2022-04-24,Connecticut,78705229.1,Beverages,79421186.65714285,83716932.0,80251831.08571428,80853101.77142857,1546645.0929704562,6,4,0
2022-05-06,Connecticut,92901719.9,Beverages,91718679.0,84620433.6,90803596.32307693,89352597.2,2555660.436171495,4,5,0
2022-05-15,Connecticut,86752612.39999999,Beverages,87435846.56666666,91535251.56666666,82882220.84,88802314.89999999,1475954.4901550622,6,5,0
2022-05-22,Connecticut,95588771.2,Beverages,94326462.8,86752612.39999999,80137144.21428572,91801846.0,2726897.807275248,6,5,0
2022-05-29,Connecticut,92648750.60000001,Beverages,93068753.54285716,95588771.2,84620433.6,93908759.42857145,907310.0550791394,6,5,0
2022-06-02,Connecticut,78867982.99999999,Beverages,82313174.89999999,93908759.42857143,89352597.2,87907049.14693879,5767383.874067177,3,6,0
2022-06-03,Connecticut,81244603.7,Beverages,78867982.99999999,93488756.48571429,90535638.10000001,86157884.4632653,5647890.216539823,4,6,0
2022-06-11,Connecticut,88105835.19999999,Beverages,87248181.26249999,82102257.6375,88802314.89999999,85532873.3875,1852744.25930308,5,6,0
2022-06-19,Connecticut,91475328.9,Beverages,91054142.1875,88527021.9125,93064154.4,90211768.76250002,909867.2897792243,6,6,0
2022-06-26,Connecticut,93202712.30000001,Beverages,92955943.24285716,91475328.9,93488756.48571429,92462405.12857144,533082.0905846418,6,6,0
2022-07-08,Connecticut,95748091.19999999,Beverages,95535976.29166666,94263286.84166667,85532873.38749999,95111746.47500001,458220.5730675369,4,7,0
2022-07-17,Connecticut,93692698.70000002,Beverages,93921075.64444447,95291337.31111111,90632955.475,94377829.53333333,493350.5861546116,6,7,0
2022-07-24,Connecticut,93947415.8,Beverages,93911027.64285715,93692698.70000002,92709174.18571429,93838251.32857142,78607.40369535223,6,7,0
2022-07-31,Connecticut,94252643.60000001,Beverages,94209039.62857144,93947415.8,94263286.84166667,94121831.68571429,94195.34412562875,6,7,0
2022-08-05,Connecticut,87613823.0,Beverages,88941587.12,94165435.65714286,95323861.38333333,91401205.63265307,2583591.7390568512,4,8,0
2022-08-14,Connecticut,93238518.4,Beverages,92613552.24444444,88863755.31111111,94149452.5888889,91363619.93333332,1350081.1998145944,6,8,0
2022-08-21,Connecticut,94701139.4,Beverages,94492193.54285716,93238518.4,93874639.48571429,94074301.82857144,451374.64005865913,6,8,0
2022-08-28,Connecticut,93541953.7,Beverages,93707551.65714286,94701139.4,94165435.65714286,94038747.57142857,357732.4734874514,6,8,0
2022-09-01,Connecticut,79982309.39999999,Beverages,83372220.475,94038747.57142858,91597115.36,88770194.14591837,5560188.869926494,3,9,0
2022-09-10,Connecticut,88062177.4,Beverages,87164414.28888889,81777835.62222221,91363619.93333334,85368888.06666668,1939389.9772366749,5,9,0
2022-09-18,Connecticut,86482696.30000001,Beverages,86680131.43750001,87864742.2625,94283247.68571429,87075001.7125,426508.643636132,6,9,0
2022-09-25,Connecticut,87625521.70000002,Beverages,87462260.92857145,86482696.30000001,93873149.61428572,87135739.38571429,352683.57529017824,6,9,0
2022-10-04,Connecticut,84788564.3,Beverages,85103781.78888889,86995086.72222224,82675598.73333333,85734216.76666667,680947.6030336794,1,10,0
2022-10-07,Connecticut,94364112.5,Beverages,91172263.1,86049434.25555556,85368888.06666666,87794621.63333333,3668947.1779418564,4,10,0
2022-10-16,Connecticut,83598256.39999999,Beverages,84794462.63333333,91971700.03333333,86877566.57500002,87186875.1,2584100.80668511,6,10,0
2022-10-23,Connecticut,84847909.19999999,Beverages,84669387.37142856,83598256.39999999,87299000.15714288,84312343.7142857,385651.2266636801,6,10,0
2022-10-30,Connecticut,82234259.10000001,Beverages,82607637.68571429,84847909.19999999,86049434.25555556,83354394.85714285,806589.9321194816,6,10,0
2022-11-09,Connecticut,87799469.39999999,Beverages,87242948.36999999,83903822.19,90775493.8,86129906.30999999,1202222.829548714,2,11,0
2022-11-12,Connecticut,85484044.10000001,Beverages,86255852.53333333,85573385.28,87186875.1,86660901.28857143,774735.8037686616,5,11,0
2022-11-13,Connecticut,84784922.2,Beverages,85484044.10000001,86129906.31,85990668.86666666,86468760.70142856,1047235.1877477237,6,11,0
2022-11-20,Connecticut,87584795.80000001,Beverages,87184813.85714287,84784922.2,84490865.54285713,86384849.97142859,864059.7519033622,6,11,0
2022-11-27,Connecticut,89099386.0,Beverages,88883015.97142857,87584795.80000001,82981016.27142857,88450275.9142857,467412.6833648588,6,11,0
2022-12-06,Connecticut,94343154.0,Beverages,93760513.1111111,90264667.77777778,86129906.31,92595231.33333333,1258648.1737286807,1,12,0
2022-12-18,Connecticut,87927075.00000001,Beverages,88461748.25000001,91669787.75,86784831.91428572,89531094.75000001,1155026.2305440698,6,12,0
2022-12-25,Connecticut,94160701.8,Beverages,93270183.68571429,87927075.00000001,88666645.94285715,91489147.45714286,1923738.99530851,6,12,1
2023-01-01,Connecticut,81444065.5,Beverages,83260727.82857142,94160701.8,92012590.44444445,86894052.48571429,3924439.1626797263,6,1,0
2023-01-15,Connecticut,81338878.49999999,Beverages,81346391.85714284,81391472.0,88996421.50000001,81361418.57142857,16230.706586568607,6,1,0
